page_nos,article_title,article_link,article_hint,article_tags 
37,Maximum value of (arr[i] * arr[j]) + (arr[j] – arr[i])) possible for any pair in an array,https://www.geeksforgeeks.org/maximum-value-of-arri-arrj-arrj-arri-possible-for-any-pair-in-an-array/,"Given an array arr[] consisting of N integers, the task is to find the maximum possible value of the expression (arr[i] * arr[j]) + (arr[j]… ","Arrays, Greedy, Mathematical"
37,Smallest subset of maximum sum possible by splitting array into two subsets,https://www.geeksforgeeks.org/smallest-subset-of-maximum-sum-possible-by-splitting-array-into-two-subsets/,"Given an array arr[] consisting of N integers, the task is to print the smaller of the two subsets obtained by splitting the array into… ","Amazon, interview-preparation, partition, subset, Arrays, Hash, Mathematical"
37,Minimum number of socks required to picked to have at least K pairs of the same color,https://www.geeksforgeeks.org/minimum-number-of-socks-required-to-picked-to-have-at-least-k-pairs-of-the-same-color/,"Given an array arr[] consisting of N integers such that arr[i] representing the number of socks of the color i and an integer K, the… ","Pigeonhole Principle, Arrays, Greedy, Mathematical"
37,Maximum amount of capital required for selecting at most K projects,https://www.geeksforgeeks.org/maximum-amount-of-capital-required-for-selecting-at-most-k-projects/,"Given an integer N, representing number of projects, two arrays P[] and C[], consisting of N integers, and two integers W and K where, W… ","cpp-priority-queue, min-heap, Greedy, Heap, Mathematical, Sorting"
37,Minimize Bitwise XOR of array elements with 1 required to make sum of array at least K,https://www.geeksforgeeks.org/minimize-bitwise-xor-of-array-elements-with-1-required-to-make-sum-of-array-at-least-k/,"Given an array arr[] consisting of N positive integers and a positive integer K, the task is to count minimum Bitwise XOR of array elements… ","Bitwise-XOR, Technical Scripter 2020, Arrays, Mathematical"
37,Number of substrings with each character occurring even times,https://www.geeksforgeeks.org/number-of-substrings-with-each-character-occurring-even-times/,"Given a string S consisting of N lowercase alphabets, the task is to count the number of substrings whose frequency of each character is even.… ","frequency-counting, substring, Bit Magic, Hash, Mathematical, Strings"
37,Maximum number of subsets an array can be split into such that product of their minimums with size of subsets is at least K,https://www.geeksforgeeks.org/maximum-number-of-subsets-an-array-can-be-split-into-such-that-product-of-their-minimums-with-size-of-subsets-is-at-least-k/,"Given an array arr[] consisting of N integers and an integer K, the task is to find the maximum number of disjoint subsets that the… ","partition, subset, Arrays, Mathematical, Sorting"
37,Improvement on the Quick Sort Algorithm,https://www.geeksforgeeks.org/improvement-on-the-quick-sort-algorithm/,"Prerequisite: QuickSort Algorithm The quicksort algorithm discussed in this article can take O(N2) time in the worst case. Hence, certain variations are needed which can… ","Quick Sort, Technical Scripter 2020, Analysis, Sorting, Technical Scripter"
37,Class 12 NCERT Solutions- Mathematics Part I – Chapter 4 Determinants – Miscellaneous Exercises on Chapter 4,https://www.geeksforgeeks.org/class-12-ncert-solutions-mathematics-part-i-chapter-4-determinants-miscellaneous-exercises-on-chapter-4/,Question 1. Prove that the determinant is independent of θ. Solution:  A =  A = x(x2 – 1) – sinθ(-x sinθ – cosθ) + cosθ(-sinθ +… ,"NCERT Solutions Class-12, Picked, Class 12, NCERT, School Learning, School Mathematics"
37,Class 12 RD Sharma Solutions – Chapter 19 Indefinite Integrals – Exercise 19.20,https://www.geeksforgeeks.org/class-12-rd-sharma-solutions-chapter-19-indefinite-integrals-exercise-19-20/,Question 1. Evaluate: ∫(x2 + x + 1)/(x2 – x) dx Solution: Given that I = ∫(x2 + x + 1)/(x2 – x) dx =… ,"Picked, RD Sharma Class-12, Class 12, RD Sharma Solutions, School Learning, School Mathematics"
37,Static and Dynamic Memory Allocation in C,https://www.geeksforgeeks.org/static-and-dynamic-memory-allocation-in-c/,Memory is divided into smaller addressable units called bytes. Assume that these are small boxes as bytes. Each byte has its own address as per… ,"C Basics, C-Dynamic Memory Allocation, Dynamic Memory Allocation, C Language, C Programs"
37,Class 11 RD Sharma Solutions – Chapter 23 The Straight Lines- Exercise 23.19,https://www.geeksforgeeks.org/class-11-rd-sharma-solutions-chapter-23-the-straight-lines-exercise-23-19/,Question 1. Find the equation of a straight line through the point of intersection of the lines 4x – 3y = 0 and 2x –… ,"Picked, RD Sharma Class-11, Class 11, RD Sharma Solutions, School Learning, School Mathematics"
37,How to align item baseline of the container ?,https://www.geeksforgeeks.org/how-to-align-item-baseline-of-the-container/,"In this article, we will learn how to align items to the baseline of the container. There are three types of alignments in CSS, baseline… ","CSS-Properties, CSS-Questions, Picked, CSS, Web Technologies"
38,How to Convert CFAbsoluteTime to Date Object and vice-versa in JavaScript ?,https://www.geeksforgeeks.org/how-to-convert-cfabsolutetime-to-date-object-and-vice-versa-in-javascript/,"CFAbsolute time is a standard time format on Apple devices and programming languages like Swift. It stores the amount of nanoseconds since January 1, 2001.… ","javascript-date, JavaScript-Questions, JavaScript, Web Technologies"
38,How to set the size of specific flex-item using CSS?,https://www.geeksforgeeks.org/how-to-set-the-size-of-specific-flex-item-using-css/,"CSS provides Flexible box layout module, also known as flexbox, which makes it easier to design flexible responsive layout. To start using a flexbox model,… ","CSS-Properties, CSS-Questions, Picked, CSS, Web Technologies"
38,What are the rules of margin collapse in CSS ?,https://www.geeksforgeeks.org/what-are-the-rules-of-margin-collapse-in-css/,Margin collapsing is a behavior of CSS where the vertical margins of block-level elements are combined into one i.e. to the margin of the element… ,"CSS-Properties, CSS-Questions, Picked, CSS, Web Technologies"
38,How to Convert CSV to JSON file and vice-versa in JavaScript ?,https://www.geeksforgeeks.org/how-to-convert-csv-to-json-file-and-vice-versa-in-javascript/,CSV files are a common file format used to store data in a table-like manner. They can be particularly useful when a user intends to… ,"CSV, JavaScript-Methods, JavaScript-Questions, JSON, JavaScript, Web Technologies"
38,How to set the table layout algorithm using CSS ?,https://www.geeksforgeeks.org/how-to-set-the-table-layout-algorithm-using-css/,You can  set the table layout algorithm  using table-layout property iwhich is used to display the layout of table. In this article you learn both… ,"CSS-Properties, CSS-Questions, CSS, Web Technologies"
38,How to use jQuery getScript ?,https://www.geeksforgeeks.org/how-to-use-jquery-getscript/,"The jQuery .getScript() method loads a JavaScript file from a server using the GET HTTP method and then executes it. Syntax: $.getScript(url,[callback]) Let us look… ","Picked, JQuery"
38,"Where to use <br>, <br/> and <br /> ?",https://www.geeksforgeeks.org/where-to-use-br-br-and-br/,"The <br> tag in HTML is used to break the line. In HTML, <br> is preferred, but we can use <br/> and <br /> as… ","HTML-Questions, HTML-Tags, HTML5, Picked, HTML, Web Technologies"
38,How to set the width of the bottom border animatable using CSS ?,https://www.geeksforgeeks.org/how-to-set-the-width-of-the-bottom-border-animatable-using-css/,"In this article, we will learn to set the width of the border-bottom animate using CSS. Approach: The border-bottom-width is the width of the bottom… ","CSS-Properties, CSS-Questions, Picked, CSS, Web Technologies"
38,How to put ReactJS component inside HTML string ?,https://www.geeksforgeeks.org/how-to-put-reactjs-component-inside-html-string/,The following approach covers how to put React Component into HTML String by parsing the HTML String into DOM using the html-to-react module. https://www.npmjs.com/package/html-to-react It… ,"Picked, React-Questions, ReactJS, Web Technologies"
38,How to uncurry a function up to depth n in JavaScript ?,https://www.geeksforgeeks.org/how-to-uncurry-a-function-up-to-depth-n-in-javascript/,The following approach covers how to uncurry a function up to depth n in JavaScript. Uncurry a function is a process of wrapping function arguments… ,"JavaScript-Methods, JavaScript-Questions, Picked, JavaScript, Web Technologies"
38,How to send different HTML files based on query parameters in Node.js ?,https://www.geeksforgeeks.org/how-to-send-different-html-files-based-on-query-parameters-in-node-js/,The following approach covers how to send different HTML files based on the query parameters in Node.js Approach: The task can be easily fulfilled by… ,"Node.js-fs-module, NodeJS-Questions, Picked, Node.js, Web Technologies"
38,How to integrate React-PDF in ReactJS ?,https://www.geeksforgeeks.org/how-to-integrate-react-pdf-in-reactjs/,React-PDF is a package that helps users to display PDF files in their React app. By using react-pdf package we can add PDF files in… ,"Picked, React-Questions, ReactJS, Web Technologies"
38,How to set color opacity with RGBA in CSS?,https://www.geeksforgeeks.org/how-to-set-color-opacity-with-rgba-in-css/,"In this article, we will see how to set the color opacity with RGBA in CSS. RGBA is a color format, basically containing values for… ","CSS-Properties, CSS-Questions, Picked, CSS, Web Technologies"
38,How to specify one or more forms the label belongs to ?,https://www.geeksforgeeks.org/how-to-specify-one-or-more-forms-the-label-belongs-to/,"In this article, we will learn how to specify one or more forms that a label belongs to. This can be used in situations when… ","HTML-Attributes, HTML-Questions, Picked, HTML, Web Technologies"
38,How to set a rotated element’s base placement in CSS ?,https://www.geeksforgeeks.org/how-to-set-a-rotated-elements-base-placement-in-css/,"In this article, we will learn how to set a rotated element’s base placement in CSS. This can be used to rotate an element from… ","CSS-Basics, CSS-Properties, CSS-Questions, Picked, CSS, Web Technologies"
39,How to make a HTML link that forces refresh ?,https://www.geeksforgeeks.org/how-to-make-a-html-link-that-forces-refresh/,"In this article, we will learn to make an HTML link that forces refresh. HTML <meta> http-equiv attribute with refresh value specified in meta element… ","HTML-Attributes, HTML-Questions, HTML-Tags, Picked, HTML, Web Technologies"
39,How to validate position in jQuery ?,https://www.geeksforgeeks.org/how-to-validate-position-in-jquery/,"In this article, we will find how to validate position using jQuery position() method. The .position() method in jQuery returns the position of the first… ","jQuery-Methods, jQuery-Questions, Picked, JQuery, Web Technologies"
39,How to display a message on dblclick event on all paragraphs of a page using jQuery ?,https://www.geeksforgeeks.org/how-to-display-a-message-on-dblclick-event-on-all-paragraphs-of-a-page-using-jquery/,The purpose of this article is to display a message to the double click event on all paragraphs on a page. Whenever you double-click on… ,"jQuery-Methods, jQuery-Questions, Picked, JQuery, Web Technologies"
